id,S1-A-01,S1-B-02,S1-B-04,S1-C-04,S1-B-03,S1-C-09,S1-C-10,S1-C-07,S1-C-11,S1-C-14,S2-A-01,S2-A-12,S2-D-13,S2-B-02,S2-B-09,S2-D-01,S2-D-05,S2-D-06,S3-A-01,S3-D-06,S3-D-02,S3-D-04,S3-B-01,S3-A-05,S3-D-08,S3-D-05,S3-B-03,S3-C-02,S5-A-01,S5-B-18,S5-B-01,S5-B-03,S5-A-02,S5-B-17,S5-B-02,S5-B-04,S5-B-13,S5-B-19,S5-B-09,S6-A-20,S6-A-01,S6-A-04,S6-A-23,S6-A-06,S6-A-07,S6-A-12,S6-A-13,S6-A-10,S6-A-11,S6-A-16,S6-A-18,S6-A-22,S9-A-04,S9-A-05,S9-A-21,S9-A-15,S9-A-16,S9-A-09,S9-A-17,S9-A-18,S9-A-19,S10-A-01,S10-A-02,S10-A-03,S10-A-04,S10-A-06,S10-A-10,S10-A-11,S10-A-17,S10-A-07,S10-A-12,S10-A-16,S15-A-02,S15-B-12,S15-B-07,S15-B-09,S15-A-05,S15-B-04,S15-A-03,S15-A-06,S15-B-05,S15-B-08,S15-B-10,S15-B-13,S17-A-01,S17-B-01,S17-B-02,S17-C-02,S17-C-03,S17-C-07,S17-C-09,S17-C-11,S17-C-15,S17-C-16,S18-A-05,S18-A-17,S18-A-10,S18-A-15,S18-A-06,S18-A-08,S18-A-07,S18-A-01,S18-A-09,S18-A-12,S18-A-16,S18-A-19,S18-A-21,S20-A-02,S20-A-03,S20-A-07,S20-A-09,S20-A-10,S20-A-14,S20-A-17,S20-A-11,S20-A-12,S20-A-18,S20-A-21,S20-A-20,S21-A-01,S21-A-02,S21-A-03,S21-A-07,S21-A-09,S21-A-05,S21-A-04,S21-A-06,S21-A-08,S21-A-10,S22-A-01,S22-A-02,S22-A-04,S22-A-09,S22-A-07,S22-A-05,S22-A-03,S22-A-06,S22-A-08,S23-A-01,S23-A-10,S23-A-12,S23-A-03,S23-A-06,S23-A-18,S23-A-16,S23-A-11,S23-A-13,S23-A-07,S23-A-05,S23-A-14,S27-A-11,S27-A-01,S27-A-10,S27-A-02,S27-A-03,S27-A-04,S27-A-06,S27-A-09,S27-A-08,S27-A-05
S2-B-09,7325.21,7366.41,7253.78,7102.51,7448.59,7209.76,7273.4,7257.94,7517.99,7444.45,7180.39,7254.82,7100.26,7430.27,0.0,7483.57,7330.13,7192.29,7105.9,7053.91,7288.92,7140.09,7074.22,7078.85,7147.49,7267.75,7079.86,7153.75,7245.09,7119.03,7192.79,7074.69,7111.6,7055.11,7642.58,6963.86,7252.55,7160.34,7167.13,7614.9,7601.12,7398.41,7628.73,7139.4,7437.63,7153.22,7403.76,7258.77,7384.65,7390.55,7574.62,7376.2,7288.97,7305.56,7251.87,7501.79,7046.64,7523.52,7241.52,7338.47,7428.24,7460.53,7262.98,7365.04,7361.76,7331.09,7369.3,7570.25,7257.64,7221.08,7701.73,7350.56,7095.56,7108.57,7173.11,6988.99,7354.65,7135.65,7206.98,7213.55,7047.89,7245.47,7498.53,7340.62,7348.42,7444.61,7604.83,7357.97,7192.58,7375.3,7407.7,7339.85,7338.92,7470.87,7088.05,7096.24,7306.54,7421.9,7203.51,7384.64,7119.44,7042.72,7018.92,7248.48,7142.09,7002.1,7307.07,7463.9,7454.36,7208.83,7460.77,7275.83,7490.63,7147.78,7294.07,6882.77,7413.7,7339.53,7273.91,7458.75,7204.38,7407.97,7294.56,7189.15,7181.73,7190.35,7072.11,7321.95,7088.59,7017.99,7134.19,7159.99,7389.49,7329.18,7245.97,7264.88,7334.41,7245.15,7390.32,6971.65,7351.77,7262.07,7232.84,7231.54,7505.36,7116.57,7022.64,7064.13,7494.45,7297.55,7162.21,7492.65,7396.47,7557.81,7317.99,7334.05,7261.84,6880.6,7480.37,7202.64
S2-D-01,7420.78,7348.79,7336.58,7322.73,7448.18,7503.79,7416.23,7301.8,7171.98,7358.65,7527.25,7553.14,7557.11,7734.85,7483.57,0.0,7265.08,7204.2,7660.87,7194.11,7276.81,7209.79,7241.96,7232.69,7212.52,7075.03,7429.35,7258.24,7250.56,7220.42,7452.68,7367.63,7241.46,7153.48,7357.39,7147.0,7368.77,7292.73,7316.05,7531.46,7590.68,7355.54,7686.44,7683.86,7470.76,7380.53,7515.51,7603.37,7324.89,7389.55,7352.56,7365.48,7248.16,7388.18,7352.14,7459.62,7199.06,7308.86,7344.81,7494.65,7118.95,7478.29,7442.42,7247.65,7512.72,7580.75,7504.56,7274.71,7340.34,7464.07,7380.74,7300.9,7473.41,7373.84,7341.77,7023.04,7310.69,7321.87,7239.92,7190.12,7254.97,7245.32,7430.07,7511.09,7295.49,7280.37,7631.44,7477.76,7309.75,7504.16,7495.65,7403.64,7359.37,7463.84,7311.41,7177.99,7013.9,7504.7,7220.99,7216.88,7187.95,7341.12,7261.79,7293.01,7181.89,7225.02,7179.9,7428.49,7475.54,7264.11,7566.54,7155.97,7544.42,7108.69,7388.08,7298.27,7459.67,7387.81,7288.27,7544.3,7010.58,7143.81,7384.22,7507.07,7249.24,7382.93,7377.55,7362.16,7311.3,7012.07,7202.3,7337.35,7355.23,7179.38,7239.79,7346.55,7297.75,7374.9,7271.41,7285.51,7219.4,7233.31,7504.28,7201.23,7503.31,7383.51,7244.26,7176.47,7168.15,7414.05,7315.22,7836.54,7321.79,7412.66,7540.53,7239.99,7430.0,7361.29,7263.5,7097.46
S2-D-05,7319.81,7166.75,7223.71,7155.39,7326.73,7022.53,7265.91,7225.49,7013.97,7119.95,7327.11,7337.27,6971.38,7282.2,7330.13,7265.08,0.0,7123.26,7022.44,7069.17,7167.44,7095.03,6843.3,7178.6,6829.4,6761.2,6991.08,6903.95,6865.19,6876.28,7031.64,6812.56,7162.72,6909.87,6943.95,7039.34,7119.78,7152.66,7118.23,7387.65,7383.51,7403.62,7054.02,7087.5,7225.03,6874.35,6963.17,7261.46,7220.46,7258.81,6927.6,6917.76,7133.65,6991.44,7032.36,7289.97,7258.69,7124.88,6973.96,7103.55,7182.49,7147.86,7209.01,7090.77,7191.73,7062.45,7355.74,7238.31,7154.52,7401.58,7237.87,7343.97,6814.74,7421.35,7339.45,7024.76,6940.45,7127.11,7291.48,7135.38,7117.26,7079.65,7070.89,6978.64,7195.74,7152.79,7352.59,7336.7,7211.18,7327.11,7224.9,7088.05,7256.99,7118.02,7060.13,7027.62,6842.81,7303.7,7170.08,6907.25,6826.19,6921.99,7025.69,7129.55,7106.43,7058.61,7120.38,7177.56,7211.48,7182.35,7285.71,6843.38,7368.42,6949.79,7335.66,6804.1,7170.83,6973.28,6964.96,7232.63,6900.79,6883.87,7346.73,7122.43,7176.98,7094.07,6993.41,7077.87,6943.02,6893.58,7034.16,6851.95,7067.52,7023.01,7042.2,7001.53,7014.84,6863.68,7147.05,6922.44,7463.63,6898.61,7163.77,7172.18,7416.56,6976.34,7205.52,6631.75,7075.58,7002.86,6953.56,7480.24,7146.3,7135.63,7097.74,6956.61,7223.74,7017.84,7022.44,6876.89
S2-D-06,7391.45,7176.42,6969.54,7241.47,7525.69,7098.43,7174.74,6889.23,7300.51,7361.76,7217.45,7470.24,7056.27,7310.03,7192.29,7204.2,7123.26,0.0,7082.67,7427.87,7175.13,7080.95,6986.36,7322.29,6853.64,7032.37,7208.2,7052.04,6958.52,6979.94,7158.09,7063.78,7141.15,7178.01,7364.11,7185.55,7245.34,7106.47,7198.5,7524.67,7380.73,7225.43,7520.83,7179.73,7292.99,7129.74,7328.64,7183.29,7317.82,7474.47,7180.27,7197.33,7102.78,7009.91,7007.13,7431.92,7168.55,7323.43,7240.89,7046.46,7229.09,7355.45,7275.18,7276.16,7471.89,7277.16,7450.73,7246.24,7133.44,7290.07,7311.39,7472.93,7022.91,7106.06,7333.7,7081.45,6937.29,6963.49,7193.12,7060.16,7268.23,7278.49,7438.5,7061.94,7335.67,7131.0,7353.3,7535.64,7287.33,7433.38,7063.28,7484.25,7284.26,7396.33,7030.52,7191.95,7171.06,7267.08,7208.98,6989.46,7179.47,7222.2,7108.91,6939.86,7230.41,7135.75,7084.99,7416.16,7237.8,6942.99,7641.48,7351.34,7233.44,7069.24,7059.89,7217.98,7131.52,7134.14,7414.34,7239.91,7167.46,7309.57,7362.98,7213.28,7059.49,7181.16,7104.28,7016.79,7079.03,7018.49,6823.34,7449.45,7303.9,7212.78,7064.99,7073.26,6920.69,7007.9,7198.19,6978.64,7557.68,7394.01,7247.98,7029.98,7278.63,7174.94,7146.93,6911.24,7128.01,7504.1,7028.79,7789.72,7266.58,7228.98,6997.21,7189.58,7006.58,7152.66,6940.34,7015.83
S3-A-01,7301.95,7316.8,7370.92,7072.59,7450.03,7439.03,7338.44,7465.64,7395.97,7182.52,7381.92,7464.75,7114.93,7526.17,7105.9,7660.87,7022.44,7082.67,0.0,7105.43,7337.82,7074.91,6944.59,7329.9,7133.51,7057.13,7029.89,7062.38,7247.49,7145.93,7362.2,6997.38,7095.18,7011.14,7400.43,6886.71,7430.4,7326.63,7362.89,7711.52,7389.62,7524.21,7529.78,7274.38,7524.62,7162.26,7388.81,7644.07,7406.94,7495.46,7194.05,7401.91,7445.05,7321.06,7085.73,7473.25,7426.84,7695.28,7176.17,7464.29,7717.68,7550.36,7439.74,7232.84,7426.82,7385.32,7550.74,7531.43,7382.15,7354.46,7497.02,7533.41,7079.59,7401.32,7246.74,7035.5,7127.48,7155.97,7275.02,7359.3,7279.83,7457.13,7395.6,7045.8,7252.15,7585.57,7445.99,7429.15,7357.63,7422.81,7550.5,7230.34,7433.62,7376.59,7156.14,7297.1,7092.76,7356.89,7218.92,6996.1,6961.34,7361.87,7166.37,7203.7,7156.69,7112.98,7278.64,7339.55,7244.06,7426.18,7483.94,7370.43,7254.22,7227.86,7296.14,7088.25,7441.23,7578.87,7338.82,7332.95,6945.98,7206.06,7215.02,7241.74,7272.03,7432.85,7189.96,7193.33,7012.94,7015.78,7141.23,7164.34,7325.95,7469.97,6921.48,7328.6,7165.1,7349.52,7361.77,7142.42,7354.17,7196.83,7200.55,7506.84,7380.11,7140.6,7107.25,7068.43,7159.77,7610.93,7212.18,7867.87,7275.52,7429.45,7435.9,7352.74,7151.03,7149.62,7265.16,6855.12
S3-D-06,7432.29,7085.48,7184.1,6993.87,7150.56,7347.99,7368.15,7112.22,7385.83,7186.1,7409.82,7264.0,7101.11,7432.78,7053.91,7194.11,7069.17,7427.87,7105.43,0.0,7076.17,7037.43,7179.91,7247.67,7009.96,7114.09,7167.37,7045.47,7041.62,7009.13,7023.21,7086.77,7244.43,7169.85,7177.63,6951.82,7216.25,7142.04,7159.39,7500.54,7421.72,7276.39,7117.32,7184.01,7287.6,7100.84,7180.27,7491.64,7267.95,7349.67,7188.45,7109.78,7190.27,7202.31,7122.76,7430.03,7264.93,7278.62,6981.54,7238.64,7328.36,7362.85,7325.52,7275.42,7191.12,7260.85,7193.99,7499.01,7282.35,7311.9,7344.17,7245.07,7136.59,7185.63,7245.29,6975.25,7031.81,7102.64,7168.83,7346.4,7145.9,7086.22,7365.06,7169.31,7204.11,7223.04,7429.86,7345.6,7201.7,7603.22,7473.59,7097.95,7236.45,7119.85,6950.16,6882.21,7158.19,7456.5,7166.18,7278.28,6899.64,7252.42,7235.88,7098.06,7195.39,7086.96,7178.28,7633.23,7437.98,7160.04,6935.92,7487.06,7374.82,6966.8,7220.0,7059.79,7262.54,7292.03,7138.43,7498.99,6959.39,7174.53,7351.38,7383.51,7149.83,7311.99,7222.7,7074.94,6965.99,6863.42,7317.14,7169.86,7083.83,7099.94,7234.39,7024.1,7150.52,6966.01,7189.37,6981.43,7145.49,6983.31,7167.6,7275.33,7178.67,7252.02,7284.52,6924.96,7182.06,7277.62,6923.3,7497.34,7297.13,7445.56,7413.59,7228.36,7155.51,6894.96,7149.14,6980.39
S3-D-02,7515.13,7192.32,6963.15,6986.98,7404.46,7285.91,7270.58,7258.55,7120.45,7194.15,6998.93,7216.04,7261.41,7231.76,7288.92,7276.81,7167.44,7175.13,7337.82,7076.17,0.0,6947.6,7095.74,7135.59,6945.88,7017.07,6960.21,7158.38,7026.61,6823.26,7131.25,6919.06,6993.09,6849.13,7121.61,6888.59,7132.45,6965.09,6825.15,7493.35,7350.9,7312.72,7239.78,7421.51,7421.17,7032.4,7193.66,7517.82,7003.67,7421.95,7163.22,7177.08,7085.44,7403.07,7256.8,7382.54,7232.55,7061.2,7171.01,7197.45,7226.72,7029.32,7128.29,7215.65,7354.19,7242.55,7372.78,7316.88,7360.04,7342.08,7232.95,7185.45,6952.56,7263.76,7177.6,6953.98,7014.35,7050.67,7256.19,7152.92,7156.83,7272.64,7272.68,7080.03,7307.47,7092.13,7317.65,7364.59,7034.75,7120.82,7338.3,7230.1,7091.96,7325.39,6897.06,7015.56,7175.85,7374.98,7028.58,6872.55,7303.44,7152.57,7015.39,7033.81,7209.79,7134.15,7166.88,7412.74,7330.85,7146.85,7339.4,7180.48,7338.37,6775.68,7307.86,7039.19,6908.59,7347.51,7275.76,7097.89,7012.06,7172.25,7228.29,7081.22,7162.13,7301.7,6859.53,6930.5,7073.19,6740.88,7140.76,6871.03,7007.38,7056.66,6964.73,7000.18,6866.56,7009.61,7034.62,6911.21,7057.21,7138.85,6970.51,7133.94,7305.25,7325.15,7135.51,7178.09,6977.38,7063.87,6815.16,7695.55,7279.41,7306.67,7269.82,6897.72,7135.33,7053.49,7162.52,6906.76
S3-D-04,7223.84,7351.37,6872.94,6826.56,7206.21,7005.33,7219.18,7068.26,7004.82,7113.33,6967.9,7468.59,6924.8,7476.14,7140.09,7209.79,7095.03,7080.95,7074.91,7037.43,6947.6,0.0,6755.98,7034.52,6710.71,6887.8,6886.09,7053.95,6983.53,6713.38,6856.64,6819.15,7131.75,6751.43,6906.8,6853.08,7004.94,6830.75,6984.82,7507.98,7256.67,7136.39,7315.8,7136.12,7650.81,7047.8,7337.02,7489.0,7387.35,7127.16,7288.89,7132.05,7180.94,6989.54,7329.94,7309.54,7109.97,7114.85,6913.47,7053.17,7265.7,7117.52,6844.49,7031.76,7158.73,7091.59,7139.39,7098.95,7525.95,7315.28,7330.56,7160.31,6773.45,6992.52,7210.84,6754.11,6786.35,6869.23,7083.36,6997.24,6799.72,7167.44,6836.88,6954.81,7126.59,7094.53,7251.17,7411.74,7007.03,7374.67,7045.04,6953.69,7064.04,7258.17,6808.61,6848.73,6845.23,7026.12,6964.71,6925.32,6703.74,7045.19,7029.85,6791.5,7091.17,7039.9,7042.86,7262.58,7291.05,6942.08,7255.88,7089.29,7430.84,6858.67,7120.73,7004.17,7229.39,7161.51,7061.57,7291.51,6870.41,6881.22,7217.47,6981.15,7044.1,7226.58,6954.02,6825.26,6751.87,6636.59,7129.5,6725.12,7007.18,6789.48,6917.66,6953.09,6837.25,6929.98,7244.52,6860.71,6996.83,6991.8,7183.94,6891.09,7159.32,6944.65,6912.6,7009.58,6851.63,7181.41,7016.86,7522.76,7006.91,7116.21,7101.53,7144.34,6946.41,6915.43,7052.03,6874.2
S3-B-01,7038.12,7119.49,7067.81,6730.4,7035.52,6809.49,7089.41,7016.59,7324.17,7189.41,7062.68,7394.23,6835.15,7355.45,7074.22,7241.96,6843.3,6986.36,6944.59,7179.91,7095.74,6755.98,0.0,7017.45,6816.05,6692.23,6933.6,6868.18,6918.49,6699.84,7065.18,7036.89,6701.92,6542.86,7223.23,6786.07,6896.37,6948.95,6798.52,7236.09,7183.92,7278.89,7140.7,6934.48,7201.39,6974.76,7199.27,7313.63,7092.19,7261.34,7081.77,7030.54,7035.77,6929.04,7106.84,7172.94,6849.37,7238.07,7059.05,7144.51,7081.84,7357.02,7028.05,6820.81,7407.72,7040.27,7034.28,7181.16,7184.07,7165.67,7245.69,7063.38,7115.8,7016.82,7306.87,6846.58,6902.55,7083.31,7039.94,6757.6,6817.49,7220.95,6908.65,6888.63,7101.41,7189.1,7356.26,7139.43,7081.11,7087.8,7054.55,7056.91,7225.51,7388.08,6912.22,6878.46,6974.74,7089.66,6988.84,6731.22,7069.41,7017.91,6996.56,6799.04,7006.81,6746.29,7075.58,7127.71,7102.56,7142.54,7269.66,7026.08,7087.17,6917.15,6790.33,6988.92,7233.3,7074.18,7102.06,7213.18,6825.51,7127.25,7228.97,7143.37,7156.94,7124.59,6824.53,7062.44,7071.62,6641.55,7093.36,6879.4,7141.21,6964.16,6842.08,6940.66,7095.67,7057.63,7062.52,7041.28,7120.31,7118.9,7195.29,6831.34,7120.88,6913.58,6956.44,6528.83,7149.07,7169.76,6996.93,7819.35,7112.32,7409.19,6866.91,7060.04,7195.21,6788.29,7142.33,7022.45
S3-A-05,7245.38,7226.71,7257.24,7028.55,7373.74,7290.1,7211.6,7271.55,7115.33,7342.54,6799.89,7437.01,7190.15,7631.15,7078.85,7232.69,7178.6,7322.29,7329.9,7247.67,7135.59,7034.52,7017.45,0.0,6722.24,6828.61,7200.88,7230.61,7132.01,6918.25,7091.87,7011.14,6839.02,7093.51,7009.82,6853.43,7256.77,7001.67,6963.95,7542.48,7458.23,7282.61,7464.99,7171.12,7426.94,7086.23,7564.5,7159.21,7444.45,7609.51,7195.74,7093.27,7314.13,6917.72,6958.59,6976.0,6963.4,7260.69,7084.59,7193.9,7265.31,7272.47,7287.03,7152.21,7342.86,7213.03,7471.45,7311.96,7435.27,7047.52,7234.16,7375.07,7157.18,7263.36,7138.4,7013.11,6977.14,7110.9,7063.68,7080.33,7043.22,7349.3,7268.11,7278.95,7395.23,7313.93,7539.67,7270.24,7353.0,7454.66,7336.69,6993.84,7246.4,7347.11,6977.6,7156.19,7089.31,7414.42,6972.14,7251.3,7010.51,7218.73,7270.05,7066.96,7262.26,6910.53,6947.02,7457.62,7323.79,7047.58,7469.73,7187.45,7436.9,7010.78,7174.48,7173.42,7097.08,7148.66,7353.71,7329.46,7134.16,7135.93,7194.23,7169.52,7296.97,7093.56,6955.83,7077.12,7247.4,6707.42,7047.69,6801.85,7194.76,7216.79,7160.18,7242.87,6839.4,7244.43,7296.54,6991.26,7425.92,7064.3,6964.05,7236.77,7204.97,6999.13,7020.12,7076.49,6973.03,7075.78,6974.18,7688.18,7231.63,7409.35,7232.8,7147.88,7101.55,6932.34,7219.78,6926.27
S3-D-08,7338.06,7114.16,7090.21,6890.22,6946.8,6980.08,7169.27,6862.26,7160.11,7068.98,6907.88,7311.07,6988.62,7467.83,7147.49,7212.52,6829.4,6853.64,7133.51,7009.96,6945.88,6710.71,6816.05,6722.24,0.0,6514.82,7000.2,6844.27,6844.12,6615.16,7000.55,6883.28,6902.86,6824.43,6838.46,6857.45,6792.38,6911.08,6999.25,7286.23,7396.25,6974.11,7175.4,7245.32,7339.0,6973.11,7247.72,6957.52,7001.73,7446.03,6983.45,6983.13,7037.52,6844.19,7080.2,7123.85,6880.48,6960.16,6777.37,6996.33,6988.86,7190.7,6998.08,7009.18,7255.97,6997.62,7304.68,7077.62,7262.54,6906.13,7210.08,7083.28,6702.5,6871.69,7305.45,6796.26,6930.86,6743.46,6721.29,6759.49,6709.02,7016.7,7311.3,6880.66,7357.46,7209.9,7046.51,7085.19,7045.5,7123.23,7101.35,6981.32,7127.74,7400.33,6888.6,7095.74,6984.6,7339.12,6965.44,6791.89,6807.15,7144.91,7075.38,6999.56,7328.26,6911.07,7075.31,7164.42,7146.27,6760.49,7246.08,6948.55,7158.88,6959.65,7289.76,6973.33,7034.62,7026.56,7131.89,7124.15,6868.12,6903.69,7015.5,6865.44,6881.8,6852.08,6989.84,6967.91,7071.01,6642.37,6832.69,6739.36,7105.06,7089.32,6715.75,7020.84,6691.18,7010.99,7002.28,6884.52,7246.65,7226.95,7053.2,7108.94,7157.32,6848.35,6907.76,6751.67,6949.85,6994.95,6901.88,7389.71,7005.67,7363.04,6905.46,6966.47,6887.19,6812.19,6943.21,6892.31
S3-D-05,7077.82,7009.97,6824.92,6937.43,7120.93,7065.18,7236.24,6989.03,7006.77,6956.44,6976.96,7313.62,6861.75,7337.17,7267.75,7075.03,6761.2,7032.37,7057.13,7114.09,7017.07,6887.8,6692.23,6828.61,6514.82,0.0,7329.24,6993.34,6774.29,7002.08,7185.38,6990.63,6994.94,6697.06,6992.18,6928.5,6904.81,7060.78,7114.79,7502.48,7331.95,7213.91,7197.49,7104.84,7181.14,6906.77,7173.67,7154.26,7015.59,7207.91,7076.51,7067.22,7303.96,6995.93,7258.37,7153.53,7331.17,7140.74,6987.54,7029.05,7327.58,7070.18,6960.27,7035.38,6946.19,7110.58,7141.24,7184.23,7283.46,7072.61,7547.02,7084.01,6990.48,7282.93,7378.7,6707.89,6981.38,6917.25,7092.99,6988.25,7067.31,7070.59,7135.61,6996.12,7275.95,7164.48,6980.94,7172.73,7142.83,7092.43,7106.54,7047.12,7229.05,7133.67,6884.24,6946.03,6822.9,7352.42,6997.09,6707.45,6721.92,6900.34,7026.02,6920.13,7002.76,6889.85,6933.95,7099.81,7184.71,7038.66,7429.18,7110.98,7206.19,6910.32,7034.17,6634.81,6866.76,7112.52,6943.52,7100.72,6972.42,6850.16,7064.11,7146.89,7105.45,7413.1,6961.12,6897.55,6740.57,6747.18,6900.66,7082.64,6922.57,7013.68,7054.43,7037.35,6838.82,7022.66,7216.12,6812.31,7274.49,7003.46,7205.45,7109.78,7223.33,6922.66,6864.17,6853.33,6798.31,7037.85,7062.38,7575.18,7093.21,7045.27,7022.89,7024.64,7057.33,6902.53,7095.17,6850.79
S3-B-03,7365.7,7297.46,6929.78,7084.76,7193.06,7180.71,7090.18,7103.01,7292.47,7129.91,7192.85,7251.79,7105.75,7269.19,7079.86,7429.35,6991.08,7208.2,7029.89,7167.37,6960.21,6886.09,6933.6,7200.88,7000.2,7329.24,0.0,7162.38,6903.34,6976.59,7188.74,6950.15,6944.03,6841.74,7052.3,6828.89,7086.84,7038.91,6956.85,7338.52,7357.4,7103.41,7290.17,7165.48,7329.94,7117.19,7449.89,7576.04,7351.9,7435.56,7135.03,6990.75,7092.88,7052.68,6943.84,7495.59,7120.05,7065.84,6982.06,7137.84,7346.32,7224.75,6976.61,7079.57,7310.7,7274.94,7358.93,7356.13,7241.42,7491.5,7309.18,6907.96,6877.91,6920.17,7023.39,6986.41,7129.48,7169.85,7085.95,6901.51,7097.56,7228.53,7478.35,7093.33,7124.98,7277.66,7318.19,7280.44,7270.35,7383.98,7068.13,7030.6,7150.21,7370.68,6965.4,7015.74,7019.73,7162.14,7068.2,7010.06,6946.16,7066.83,6701.42,6987.37,6959.89,7139.59,7224.82,7253.4,7038.39,7291.69,7280.91,7263.78,7171.07,7003.36,7367.24,7148.66,7240.71,6919.48,7492.93,7277.73,7049.78,6841.38,7046.2,7027.29,6908.14,7123.61,6900.02,7060.88,6981.95,6856.5,7053.5,6804.06,7071.16,7085.47,7124.85,7055.14,6834.98,6898.95,7024.56,6692.47,7085.53,7113.14,7077.45,6992.32,7204.35,6796.87,6953.53,6887.51,7047.75,7089.99,6941.3,7554.09,7395.09,7384.06,7109.95,7044.87,6990.58,6898.32,7231.44,7034.39
S3-C-02,7164.73,7080.7,7009.83,6946.2,7210.07,7092.5,7233.47,7156.44,7163.02,7280.98,7136.77,7141.54,6949.45,7140.92,7153.75,7258.24,6903.95,7052.04,7062.38,7045.47,7158.38,7053.95,6868.18,7230.61,6844.27,6993.34,7162.38,0.0,6902.22,7076.46,6793.82,7023.38,6920.56,6703.35,7263.93,6819.7,7091.28,7025.0,7066.45,7493.58,7356.02,7503.59,7373.48,7126.1,7420.77,6914.84,7363.52,7221.97,7569.7,7290.06,7067.21,7080.76,7245.88,7153.04,7289.43,7292.9,7136.14,7256.65,7235.86,6956.69,7252.81,7372.18,7381.98,7200.4,7220.89,7261.09,7412.12,7283.01,7194.65,7341.27,7160.69,7368.3,7058.46,7171.07,7348.6,6849.48,6866.47,7181.46,7199.75,7040.53,7056.49,7319.12,7195.71,7189.76,7366.36,7384.74,7047.66,7394.37,7283.95,7292.23,7223.21,7148.39,7095.06,7304.1,7144.29,6933.05,7136.97,6988.41,6936.76,7135.87,6958.5,7270.76,7049.8,7062.16,7020.67,6857.75,7161.57,7329.76,7278.04,7166.4,7366.43,6992.87,7087.5,6826.49,7167.49,6920.67,7240.91,7153.06,7124.88,7248.58,7114.45,7312.0,7066.97,7145.4,7117.59,7129.94,7073.66,6962.23,7037.31,6723.76,7104.75,6934.24,7002.03,6860.24,6881.98,7042.33,6843.29,7073.79,7166.1,6914.79,7186.14,7062.62,7147.97,6976.19,7158.92,6919.85,7166.19,6834.42,7169.35,6929.48,7147.62,7602.11,7275.31,7151.09,7220.14,7169.68,6603.11,6794.31,7034.0,7008.32
S5-A-01,7326.52,7186.61,7007.7,6925.22,7262.52,7208.57,7322.63,7091.03,7063.37,7090.59,7057.9,7135.41,7063.91,7364.69,7245.09,7250.56,6865.19,6958.52,7247.49,7041.62,7026.61,6983.53,6918.49,7132.01,6844.12,6774.29,6903.34,6902.22,0.0,6980.08,7080.13,7174.58,7170.5,6948.89,6807.43,7016.34,6786.72,6909.1,7058.65,7628.67,7432.41,7451.79,7365.26,7301.31,7318.91,7112.96,7124.89,7211.64,7249.42,7210.41,7101.13,7110.5,7124.94,6968.82,7061.82,7393.41,7097.22,7154.48,7001.11,7275.83,7354.88,7164.95,7165.94,7086.36,7264.0,7180.49,7334.06,7229.71,7349.05,7424.13,7072.95,7443.18,6920.0,7220.1,7384.29,6919.08,7024.78,6825.37,6940.16,6990.5,7125.59,7214.27,7414.34,7205.08,7405.57,7113.31,7117.91,7291.82,7231.97,7241.72,7188.02,7117.12,7122.16,7237.32,7067.86,7082.85,7014.7,7204.76,7048.82,6846.93,6841.72,7120.25,7204.27,6880.57,7216.74,6950.38,6956.04,7132.8,7298.2,7120.68,7269.23,7111.33,7221.6,6937.49,7261.39,6706.81,7168.5,7108.65,6965.33,7172.22,6937.13,7081.49,7000.7,7249.98,7038.67,7359.39,7005.85,6812.51,7116.37,6881.86,6933.86,6810.19,6915.2,7122.66,6946.95,7111.24,6961.57,6882.61,7145.52,7100.01,6969.4,7132.7,7260.04,6930.83,7161.74,6905.58,6746.13,6745.83,7075.5,7083.72,7124.51,7619.45,7162.61,7378.32,7306.86,7152.04,6920.02,7158.56,7012.04,7044.2
