id,S1-A-01,S1-B-02,S1-B-04,S1-C-04,S1-B-03,S1-C-09,S1-C-10,S1-C-07,S1-C-11,S1-C-14,S2-A-01,S2-A-12,S2-D-13,S2-B-02,S2-B-09,S2-D-01,S2-D-05,S2-D-06,S3-A-01,S3-D-06,S3-D-02,S3-D-04,S3-B-01,S3-A-05,S3-D-08,S3-D-05,S3-B-03,S3-C-02,S5-A-01,S5-B-18,S5-B-01,S5-B-03,S5-A-02,S5-B-17,S5-B-02,S5-B-04,S5-B-13,S5-B-19,S5-B-09,S6-A-20,S6-A-01,S6-A-04,S6-A-23,S6-A-06,S6-A-07,S6-A-12,S6-A-13,S6-A-10,S6-A-11,S6-A-16,S6-A-18,S6-A-22,S9-A-04,S9-A-05,S9-A-21,S9-A-15,S9-A-16,S9-A-09,S9-A-17,S9-A-18,S9-A-19,S10-A-01,S10-A-02,S10-A-03,S10-A-04,S10-A-06,S10-A-10,S10-A-11,S10-A-17,S10-A-07,S10-A-12,S10-A-16,S15-A-02,S15-B-12,S15-B-07,S15-B-09,S15-A-05,S15-B-04,S15-A-03,S15-A-06,S15-B-05,S15-B-08,S15-B-10,S15-B-13,S17-A-01,S17-B-01,S17-B-02,S17-C-02,S17-C-03,S17-C-07,S17-C-09,S17-C-11,S17-C-15,S17-C-16,S18-A-05,S18-A-17,S18-A-10,S18-A-15,S18-A-06,S18-A-08,S18-A-07,S18-A-01,S18-A-09,S18-A-12,S18-A-16,S18-A-19,S18-A-21,S20-A-02,S20-A-03,S20-A-07,S20-A-09,S20-A-10,S20-A-14,S20-A-17,S20-A-11,S20-A-12,S20-A-18,S20-A-21,S20-A-20,S21-A-01,S21-A-02,S21-A-03,S21-A-07,S21-A-09,S21-A-05,S21-A-04,S21-A-06,S21-A-08,S21-A-10,S22-A-01,S22-A-02,S22-A-04,S22-A-09,S22-A-07,S22-A-05,S22-A-03,S22-A-06,S22-A-08,S23-A-01,S23-A-10,S23-A-12,S23-A-03,S23-A-06,S23-A-18,S23-A-16,S23-A-11,S23-A-13,S23-A-07,S23-A-05,S23-A-14,S27-A-11,S27-A-01,S27-A-10,S27-A-02,S27-A-03,S27-A-04,S27-A-06,S27-A-09,S27-A-08,S27-A-05
S15-B-08,7324.62,7290.48,7292.01,7072.76,7282.56,7128.4,7440.0,7267.52,7331.47,7220.58,7228.52,7618.89,7083.99,7607.51,7245.47,7245.32,7079.65,7278.49,7457.13,7086.22,7272.64,7167.44,7220.95,7349.3,7016.7,7070.59,7228.53,7319.12,7214.27,7138.38,7020.56,6882.11,7296.92,7093.57,7157.99,6898.19,7151.84,7254.32,7045.76,7480.99,7421.38,7385.15,7438.19,7273.82,7251.4,7157.93,7327.67,7486.09,7337.61,7487.24,7412.65,7156.62,7455.24,7289.7,7015.06,7447.14,7240.35,7313.63,7164.65,7319.66,7280.3,7398.82,7322.62,7171.35,7120.46,7380.4,7409.41,7333.2,7320.59,7431.68,7424.65,7302.12,7125.2,7238.21,7023.45,7008.67,7210.95,7025.08,7062.09,7000.14,7099.92,0.0,7062.61,7239.3,7404.3,7249.7,7664.53,7157.01,7313.65,7499.25,7277.2,7126.86,7213.73,7405.89,7117.05,7317.68,7014.56,7182.61,7237.19,7040.97,6901.58,6913.97,7020.86,7278.64,7236.23,7149.39,7434.1,7309.71,7406.9,7173.09,7348.1,7187.0,7554.93,6983.52,7150.49,7273.71,7216.57,7013.99,7382.49,7112.98,7006.81,7055.14,7021.69,7152.06,7209.33,7245.12,7195.77,7133.95,6894.4,6900.17,7027.56,6959.43,7008.89,7173.09,7034.34,6916.63,7145.83,7138.87,7054.17,6985.38,7282.13,7164.19,7019.26,7056.68,7097.94,6861.56,7407.95,6917.05,7104.75,7197.67,7198.53,7792.37,7135.81,7398.59,7413.04,7371.66,7318.1,7127.93,7157.43,7181.68
S15-B-10,7272.63,7332.15,7262.48,6945.1,7463.02,7097.92,7372.61,7303.81,7585.34,7434.13,7155.49,7695.02,7203.47,7474.61,7498.53,7430.07,7070.89,7438.5,7395.6,7365.06,7272.68,6836.88,6908.65,7268.11,7311.3,7135.61,7478.35,7195.71,7414.34,6959.98,7103.52,7140.28,7198.47,6818.93,7312.88,7094.78,7204.07,7094.26,7074.23,7728.74,7637.99,7397.82,7564.41,7277.84,7499.07,7383.31,7397.87,7326.93,7346.08,7370.61,7178.45,7389.49,7235.56,7282.49,7195.87,7138.26,7207.54,7337.35,7081.75,7323.93,7353.56,7185.53,7359.65,7248.87,7402.42,7215.62,7182.07,7145.65,7363.39,7314.77,7464.65,7306.73,7181.7,6922.98,7315.43,7083.13,6935.16,7126.81,7312.8,7086.23,7150.87,7062.61,0.0,7205.47,7264.15,7143.54,7569.84,7303.11,7166.75,7468.38,7315.34,7209.58,7213.39,7268.88,7317.33,7085.34,6962.07,7450.73,7059.93,7196.22,6966.43,7101.81,7450.3,7088.8,7366.42,7302.59,7141.84,7655.34,7344.28,7220.55,7700.97,7430.19,7523.64,6896.18,7259.99,7209.68,7484.08,7251.65,7317.39,7274.25,7080.05,7058.49,7181.16,7222.31,7397.24,7172.44,6958.77,7103.71,7140.37,6894.68,7283.49,7125.54,7040.86,7210.52,7271.53,7143.53,6981.16,7378.52,7216.25,7026.69,7339.17,7058.36,7110.25,7106.99,7270.07,7124.38,7375.0,7007.27,7286.47,7069.02,7239.59,7755.22,7258.81,7203.03,7421.79,7090.42,7457.66,7217.42,7453.78,6986.98
S15-B-13,7185.7,7321.33,7249.85,7036.23,7293.76,7147.57,7433.03,7185.16,7135.62,7091.76,7175.14,7758.4,6978.89,7366.21,7340.62,7511.09,6978.64,7061.94,7045.8,7169.31,7080.03,6954.81,6888.63,7278.95,6880.66,6996.12,7093.33,7189.76,7205.08,6976.16,6976.58,6984.75,7056.61,6859.98,7000.85,7065.95,7065.76,6976.87,6992.46,7570.53,7490.84,7329.44,7299.61,7227.18,7682.97,7114.54,7383.94,7342.85,7073.75,7235.63,7093.24,7274.47,7155.22,7200.56,7205.8,7449.11,7244.42,7472.54,7305.84,7072.45,7484.11,6961.97,7058.11,7328.49,7201.6,7084.6,7220.56,7108.72,7246.87,7314.46,7387.85,7438.39,7151.0,7010.24,7452.37,6842.27,7079.71,6916.13,6963.6,7023.78,7054.86,7239.3,7205.47,0.0,7206.0,7018.79,7133.49,7361.13,7047.07,7303.06,7027.32,7259.86,7230.42,7336.19,7086.46,6811.25,7252.46,7215.47,7188.78,7018.99,6932.63,7070.17,7284.3,6982.47,7285.81,6958.98,7285.27,7210.17,7409.79,7173.0,7278.71,7175.6,7217.06,6851.44,7185.92,6967.43,7328.91,7356.11,6943.03,7163.71,6800.31,7021.34,7171.66,7105.66,7103.94,7216.71,7200.1,7039.87,6933.15,6649.87,6875.51,6864.59,7238.14,7010.83,7116.08,7146.9,6881.21,6926.91,7030.73,7064.26,7068.58,6869.91,7038.99,7255.53,7268.41,6958.87,7010.04,6896.23,7248.98,7255.85,7145.32,7589.52,7081.76,7404.62,7018.73,7027.71,7307.93,7118.8,7425.92,6984.37
S17-A-01,7636.58,7587.56,7119.89,7462.21,7242.09,7368.63,7306.17,7415.71,7468.93,7281.52,7593.99,7826.99,7108.88,7671.79,7348.42,7295.49,7195.74,7335.67,7252.15,7204.11,7307.47,7126.59,7101.41,7395.23,7357.46,7275.95,7124.98,7366.36,7405.57,6954.67,7122.91,7486.87,7231.38,7242.27,7286.69,7068.05,7250.24,7151.98,7249.87,7598.39,7712.8,7294.7,7422.46,7496.22,7262.48,7439.03,7627.28,7643.04,7365.63,7446.96,7202.23,7173.67,7464.96,7368.77,7362.86,7584.16,7277.94,7449.71,7359.34,7538.98,7483.49,7411.85,7353.72,7253.23,7463.89,7480.65,7405.24,7558.49,7402.39,7488.81,7502.07,7132.18,7405.7,7265.23,7389.6,7106.58,7188.08,7145.67,7165.42,7111.88,7175.7,7404.3,7264.15,7206.0,0.0,7320.34,7449.89,7249.52,7125.22,7452.59,7325.68,6948.55,7231.3,7687.96,7254.01,7142.94,6936.14,7565.72,7544.43,7225.73,6943.28,7020.96,7278.08,7171.95,7295.23,7125.05,7181.93,7490.97,7502.04,7141.03,7241.39,7425.42,7370.03,6938.89,7352.58,7344.46,7273.88,7248.14,7373.71,7427.69,7166.25,7020.96,7246.31,7341.63,7109.83,7507.07,6935.05,7144.95,7129.5,7041.17,7206.01,7312.44,7167.93,7207.9,7195.93,7155.74,7369.24,7506.42,7311.95,6901.2,7234.32,7069.46,6996.85,7272.63,7234.86,7090.14,7317.77,7279.74,7112.39,7313.04,7163.75,7785.24,7594.99,7358.72,7500.24,7326.34,7426.62,7515.11,7447.39,7147.34
S17-B-01,7274.21,7488.54,7355.86,7108.02,7140.84,7388.53,7460.64,7243.13,7445.77,7305.15,7470.68,7735.65,7147.46,7388.15,7444.61,7280.37,7152.79,7131.0,7585.57,7223.04,7092.13,7094.53,7189.1,7313.93,7209.9,7164.48,7277.66,7384.74,7113.31,7167.07,7282.07,7218.62,7194.69,7098.19,7211.78,7397.7,7312.82,6991.42,7142.2,7522.63,7357.35,7346.86,7559.17,7496.1,7516.57,7197.48,7446.07,7675.12,7479.05,7183.44,7233.53,7211.86,7130.48,7385.69,7513.89,7371.92,7486.53,7191.63,7255.17,7206.16,7365.06,7289.49,7297.64,7241.74,7461.55,7441.29,7377.19,7534.41,7318.0,7410.22,7190.75,7200.56,7101.38,7120.94,7366.12,7073.87,6923.88,7079.01,7192.83,7298.02,7200.91,7249.7,7143.54,7018.79,7320.34,0.0,7147.09,7403.07,7021.46,7385.39,7270.52,7310.76,7274.91,7388.81,7195.94,7156.39,7037.01,7297.41,7327.46,7172.25,6937.9,6984.36,7493.37,7156.09,7473.57,7288.01,7287.47,7371.18,7431.39,7383.8,7402.47,7303.16,7386.35,7156.48,7392.06,7046.58,7090.58,7260.64,7183.67,7346.51,7154.71,7188.56,7205.94,7296.25,7370.61,7704.68,7135.29,7002.24,6921.64,6922.17,6981.79,7207.56,7184.85,7175.32,7193.98,7131.9,7230.03,7407.24,7279.9,6977.7,7333.93,7048.65,7282.69,7150.34,7488.63,6992.37,7073.47,7051.21,7207.17,7243.9,7172.7,7685.83,7581.56,7315.22,7108.9,7280.39,7239.52,7330.28,7317.56,7013.8
S17-B-02,7493.4,7386.1,7415.82,7020.62,7394.21,7405.59,7457.2,7334.37,7313.32,7273.09,7390.82,7613.45,7033.52,7424.72,7604.83,7631.44,7352.59,7353.3,7445.99,7429.86,7317.65,7251.17,7356.26,7539.67,7046.51,6980.94,7318.19,7047.66,7117.91,7299.75,7422.56,7327.38,7371.72,7168.67,7137.25,7304.64,7206.82,7194.64,7308.42,7552.03,7633.49,7519.67,7503.09,7459.61,7524.93,7138.67,7611.87,7516.35,7540.87,7428.55,7364.42,7196.91,7372.93,7333.61,7567.03,7517.9,7509.33,7403.16,7490.99,7289.97,7516.42,7363.09,7465.11,7007.98,7440.49,7223.54,7620.56,7427.89,7445.17,7528.77,7494.42,7305.97,7186.14,7453.52,7434.78,6949.49,7368.47,7202.51,7440.21,7407.63,7259.83,7664.53,7569.84,7133.49,7449.89,7147.09,0.0,7514.28,7144.61,7274.54,7421.39,7253.69,7469.38,7414.84,7300.92,7447.52,7240.36,7408.26,7438.01,6978.93,7045.26,7334.05,7103.56,7458.09,7383.76,7175.66,7326.04,7326.65,7552.5,7223.3,7351.69,7434.87,7267.06,7053.56,7299.5,7135.17,7182.7,7456.27,7306.16,7452.52,7144.62,7421.96,7251.06,7351.44,7474.63,7568.48,7240.81,7120.39,7251.08,7253.19,7508.52,7257.65,7416.26,7302.46,7273.1,7339.97,7288.98,7215.3,7386.0,7008.9,7537.26,7125.12,7382.69,7270.73,7457.31,6961.59,7266.69,7036.15,7176.9,7295.41,7315.59,7790.97,7416.46,7550.01,7513.13,7359.96,7248.43,7253.62,7409.09,7199.5
S17-C-02,7164.09,7486.75,7294.37,7192.04,7267.06,7190.06,7559.31,7442.33,7574.54,7366.68,7382.88,7890.64,7398.21,7664.06,7357.97,7477.76,7336.7,7535.64,7429.15,7345.6,7364.59,7411.74,7139.43,7270.24,7085.19,7172.73,7280.44,7394.37,7291.82,7114.25,7345.38,7242.5,7051.18,6868.96,7065.83,6882.21,7140.74,7159.42,7302.5,7283.41,7502.65,7337.91,7670.17,7396.97,7427.73,7152.33,7570.68,7325.19,7285.22,7276.53,7255.82,7131.92,7594.94,7151.67,7282.71,7299.05,7332.14,7393.25,7053.69,7317.3,7430.58,7326.16,7174.82,7177.89,7231.92,7230.59,7557.66,7248.92,7355.02,7152.79,7538.98,7291.47,7212.47,7333.52,7332.51,7272.02,7337.17,7063.27,7140.91,7058.07,7224.79,7157.01,7303.11,7361.13,7249.52,7403.07,7514.28,0.0,7263.24,7671.74,7386.62,7144.55,7311.21,7303.33,7154.66,7500.82,7192.06,7314.7,7188.54,7048.57,6903.3,7301.7,7315.68,7290.94,7332.2,7311.78,7283.92,7250.73,7590.47,7311.58,7367.53,7496.11,7673.55,7094.07,7438.37,7192.11,7184.86,7139.37,7433.39,7434.92,7243.57,7235.39,6989.12,7151.95,7207.79,7166.76,7159.26,7046.36,7152.48,6923.94,7123.32,7117.76,7034.28,7169.44,7173.37,7213.87,7155.41,7488.79,7015.94,7121.5,7260.15,6976.41,7280.09,7290.34,7341.42,7325.47,7189.21,7026.22,7272.27,7227.54,7201.45,7813.05,7170.96,7501.69,7427.62,7302.23,7407.41,7279.52,7405.34,6929.87
S17-C-03,7195.32,7325.67,7098.53,7108.66,7441.09,7458.52,7419.37,7276.56,7347.58,7448.3,7178.42,7568.64,7147.41,7371.19,7192.58,7309.75,7211.18,7287.33,7357.63,7201.7,7034.75,7007.03,7081.11,7353.0,7045.5,7142.83,7270.35,7283.95,7231.97,7237.99,7243.26,7336.95,7202.25,7235.74,7259.85,7036.33,7381.65,7297.31,6968.56,7657.42,7285.49,7151.87,7439.15,7416.6,7439.3,6894.78,7490.56,7659.86,7315.35,7298.09,7243.12,7126.86,7200.69,7106.58,7426.85,7597.25,7430.46,7423.8,7233.55,7591.72,7176.34,7365.83,7297.15,7162.26,7293.2,7171.6,7529.61,7386.37,7398.87,7230.58,7231.46,7203.6,7070.99,7226.23,7338.03,7327.32,7192.81,7025.76,7159.51,7225.47,7076.8,7313.65,7166.75,7047.07,7125.22,7021.46,7144.61,7263.24,0.0,7310.11,7247.9,7221.76,7281.19,7437.1,7226.17,7298.52,6973.26,7551.55,7183.95,7081.49,6986.91,6873.03,7185.11,6891.81,7263.15,7097.64,7075.42,7318.83,7355.2,7236.91,7160.03,7322.68,7417.95,6721.76,7382.75,7073.31,7337.6,7339.14,7215.35,7142.19,7119.63,7343.03,7118.86,7278.34,7030.6,7533.85,6894.12,6839.05,6890.5,6821.17,7387.62,7045.1,7158.62,6971.47,7085.48,7130.38,7213.25,7294.89,7052.97,6799.44,7189.8,7001.11,7119.46,7315.39,7144.27,7100.26,7209.37,6806.5,7261.13,7196.83,7157.17,7820.07,7230.22,7325.07,7014.36,7391.31,7466.67,7104.65,7154.05,6968.91
S17-C-07,7648.46,7341.44,7390.31,7349.19,7660.73,7302.41,7751.49,7341.41,7401.77,7309.21,7339.85,7834.58,7255.86,7643.03,7375.3,7504.16,7327.11,7433.38,7422.81,7603.22,7120.82,7374.67,7087.8,7454.66,7123.23,7092.43,7383.98,7292.23,7241.72,7233.68,7464.19,7463.83,7422.64,6959.33,7247.69,7430.18,7316.07,7285.57,7174.04,7638.11,7590.23,7374.11,7483.83,7407.83,7564.23,7124.94,7607.99,7682.06,7295.98,7662.76,7597.04,7415.05,7521.04,7390.13,7353.41,7525.04,7425.71,7281.9,7270.93,7371.03,7542.89,7590.74,7281.96,7256.52,7573.81,7395.31,7446.27,7367.96,7543.44,7515.92,7801.75,7359.37,7240.68,7409.06,7295.46,6963.49,7433.9,7322.14,7352.03,7306.65,7090.92,7499.25,7468.38,7303.06,7452.59,7385.39,7274.54,7671.74,7310.11,0.0,7405.71,7309.52,7489.8,7470.62,7236.28,7412.96,7230.77,7402.54,7348.48,7060.68,7196.86,7195.33,7390.3,7352.28,7557.73,7357.82,7130.11,7548.21,7612.81,7397.27,7540.68,7533.01,7650.59,7176.95,7420.27,7274.57,7591.93,7603.54,7435.12,7371.0,7367.47,7154.7,7225.13,7377.56,7500.41,7275.45,7367.98,7273.77,7427.52,6835.9,7384.88,7063.19,7380.64,7318.94,7151.7,7230.93,7251.43,7289.38,7420.63,7022.18,7218.8,7466.31,7362.53,7131.6,7456.46,7148.47,7244.68,7297.4,7244.87,7305.84,7272.87,7824.49,7272.62,7506.28,7553.52,7485.54,7389.93,6934.13,7533.42,7381.16
S17-C-09,7458.55,7387.06,7292.67,7075.43,7281.2,7449.51,7431.67,7315.83,7318.33,7432.44,7178.86,7622.82,7191.67,7502.02,7407.7,7495.65,7224.9,7063.28,7550.5,7473.59,7338.3,7045.04,7054.55,7336.69,7101.35,7106.54,7068.13,7223.21,7188.02,7125.54,7232.34,7350.04,7173.57,7063.31,7248.05,7311.64,7190.15,7128.15,7113.68,7621.34,7395.66,7178.15,7123.7,7439.52,7538.84,7235.27,7432.53,7412.29,7446.89,7337.98,7301.23,7252.3,7237.8,7294.41,7197.56,7406.21,7542.56,7298.36,7220.51,7255.92,7092.78,7518.37,7322.93,7249.01,7463.8,7287.34,7781.79,7432.35,7401.53,7446.9,7368.02,7285.61,7199.28,7166.53,7427.86,6988.17,7215.91,6956.49,7259.48,7120.5,7210.83,7277.2,7315.34,7027.32,7325.68,7270.52,7421.39,7386.62,7247.9,7405.71,0.0,7097.12,7180.41,7413.38,7242.21,7131.86,7296.52,7184.6,7329.51,7231.6,7013.76,7038.98,7218.67,7351.54,7087.83,7066.35,7276.62,7375.9,7659.23,7032.95,7332.45,7278.09,7435.34,7133.23,7394.3,7084.56,7484.52,7157.34,7192.18,7324.16,7186.19,7151.6,7167.16,7265.3,7382.5,7373.87,7212.95,7008.31,7203.16,6986.74,7065.49,7110.58,7316.58,7169.76,7098.43,7174.02,7054.0,7299.49,7139.97,6820.62,7388.35,7004.3,7364.61,7081.69,7465.31,6920.39,7277.39,7059.02,7147.28,7242.62,7151.37,8024.15,7379.3,7326.24,7433.79,7284.83,7455.56,7188.38,7346.58,7070.05
S17-C-11,7199.82,7455.07,7165.84,7049.98,7388.34,7173.48,7424.35,7252.36,7261.36,7484.76,7164.05,7713.72,7081.25,7478.51,7339.85,7403.64,7088.05,7484.25,7230.34,7097.95,7230.1,6953.69,7056.91,6993.84,6981.32,7047.12,7030.6,7148.39,7117.12,7026.77,7099.63,7222.75,7253.17,7012.71,7187.07,6755.99,7101.34,7070.62,7187.67,7433.54,7448.54,7446.8,7305.91,7233.31,7520.56,6939.5,7547.15,7425.75,7482.85,7494.68,7192.51,7217.91,7456.88,7122.85,7138.76,7454.02,7281.01,7417.38,6921.66,7323.74,7311.64,7236.5,7256.55,7089.93,7303.08,7210.39,7523.35,7097.58,7297.46,7391.97,7466.95,7195.95,7054.53,7129.41,6966.62,7140.8,7125.43,7021.92,7150.48,7020.29,7153.78,7126.86,7209.58,7259.86,6948.55,7310.76,7253.69,7144.55,7221.76,7309.52,7097.12,0.0,7298.18,7204.73,7280.84,7073.72,6795.89,7337.77,7129.11,7300.59,6976.33,7193.46,7267.22,6980.22,7195.59,6948.47,7146.5,7327.14,7469.2,7223.79,7503.65,7454.32,7336.18,7124.27,7218.08,7020.17,7368.95,7194.45,7177.0,7141.37,7100.21,6720.87,7189.42,7095.32,7293.95,7294.32,7157.48,7182.6,7008.42,6935.2,7089.08,7026.05,7065.01,7042.87,6781.58,7089.93,7219.26,7266.26,7181.47,7098.4,7029.97,7067.07,7045.81,7106.59,7141.74,7016.55,7172.84,7117.69,7078.1,7361.24,7201.75,7712.16,7320.06,7431.42,7460.22,7321.32,7373.4,7409.6,7337.28,6896.78
S17-C-15,7423.24,7609.48,7048.98,7404.07,7246.84,7079.58,7495.76,7364.53,7201.51,7111.37,7440.19,7517.46,7294.35,7463.0,7338.92,7359.37,7256.99,7284.26,7433.62,7236.45,7091.96,7064.04,7225.51,7246.4,7127.74,7229.05,7150.21,7095.06,7122.16,7066.13,7286.02,7220.98,7274.84,7208.64,7349.68,6784.19,7289.69,7094.31,7319.85,7419.68,7281.2,7566.33,7138.61,7335.78,7321.65,6882.26,7441.15,7271.31,7322.21,7343.25,7288.92,7252.82,7219.58,7429.63,7468.46,7326.13,7356.75,7555.76,7346.04,7328.34,7272.3,7208.02,7377.47,7084.49,7499.15,7362.93,7158.23,7368.78,7545.64,7376.9,7339.83,7330.9,7185.0,7077.09,7491.08,7162.31,7023.49,7189.12,7273.02,7049.9,7259.86,7213.73,7213.39,7230.42,7231.3,7274.91,7469.38,7311.21,7281.19,7489.8,7180.41,7298.18,0.0,7243.2,7266.78,6935.18,7165.13,7271.91,7306.61,7066.02,7128.65,7107.12,7134.29,7242.17,7099.74,7170.26,7160.68,7323.78,7228.81,7201.79,7131.4,7455.54,7217.21,7068.91,7429.47,7017.38,7465.31,7314.23,7233.95,7505.56,7133.47,7179.31,7136.32,7179.69,7417.17,7257.26,6839.92,7175.26,7095.61,6748.03,7135.15,7074.07,7166.05,7038.32,7142.22,7031.44,7028.53,7273.69,7160.41,6838.04,7225.13,7119.6,7073.17,7208.0,7288.38,6969.57,7190.17,7053.58,7173.79,7223.01,7259.32,7616.15,7305.58,7328.68,7443.01,7415.76,7162.57,7088.14,7298.71,6996.0
S17-C-16,7398.72,7438.72,7642.76,7644.39,7289.12,7446.05,7652.8,7428.65,7343.29,7421.85,7295.08,7648.08,7358.72,7690.28,7470.87,7463.84,7118.02,7396.33,7376.59,7119.85,7325.39,7258.17,7388.08,7347.11,7400.33,7133.67,7370.68,7304.1,7237.32,7175.45,7359.17,7253.07,7423.15,7052.71,7291.7,7153.87,7310.4,7269.16,7311.17,7702.79,7598.04,7740.07,7345.42,7476.56,7560.95,7231.38,7565.63,7579.11,7406.65,7602.03,7330.97,7388.17,7306.56,7263.0,7468.5,7532.58,7483.55,7208.53,7121.08,7198.47,7289.51,7418.91,7374.29,7283.67,7168.86,7442.12,7555.25,7426.52,7522.68,7091.02,7505.5,7471.74,7361.22,7304.5,7470.17,7024.04,7229.49,7254.6,7181.21,7257.91,7317.02,7405.89,7268.88,7336.19,7687.96,7388.81,7414.84,7303.33,7437.1,7470.62,7413.38,7204.73,7243.2,0.0,7443.77,7257.51,7382.23,7522.23,7227.55,7048.25,7303.12,7482.55,7406.39,7328.15,7471.6,7175.28,7159.33,7415.51,7469.12,7455.0,7369.7,7520.35,7174.81,7053.6,7492.47,7280.29,7498.07,7197.83,7426.64,7331.14,7262.1,7053.19,7269.64,7407.68,7212.76,7385.69,7131.36,7178.21,7227.29,6998.75,7243.14,7155.11,7195.92,7220.13,7368.06,7406.59,7082.6,7291.93,7138.37,7061.37,7300.34,7210.8,7073.62,7226.15,7462.02,7325.08,7245.96,6929.97,7353.49,7545.83,7311.05,7650.05,7512.26,7435.13,7469.6,7335.55,7518.02,7247.91,7094.38,7253.54
S18-A-05,7275.52,7146.77,7003.23,6886.63,7212.77,7386.93,7329.88,7305.28,7215.06,6983.55,7076.79,7346.86,7091.9,7328.84,7088.05,7311.41,7060.13,7030.52,7156.14,6950.16,6897.06,6808.61,6912.22,6977.6,6888.6,6884.24,6965.4,7144.29,7067.86,6990.13,6955.37,7024.98,7071.71,6938.33,7186.75,7095.43,7103.98,6906.3,7133.52,7324.25,7352.87,7298.7,7259.17,7246.72,7459.51,7096.81,7583.03,7385.5,7261.0,7523.46,7223.9,7067.2,7140.51,7036.27,7192.45,7261.71,7053.71,7181.75,7120.81,7064.37,7184.4,7181.61,7069.94,7151.59,7337.17,6977.71,7315.61,7220.92,7367.26,7147.77,7220.85,7251.37,7000.85,7151.89,7154.65,6731.44,6817.12,6915.6,7056.67,6923.11,7067.24,7117.05,7317.33,7086.46,7254.01,7195.94,7300.92,7154.66,7226.17,7236.28,7242.21,7280.84,7266.78,7443.77,0.0,6809.76,6941.29,7160.73,7052.46,6798.96,7002.88,7133.93,6979.62,6784.66,7289.96,6994.61,7013.14,7266.04,7257.05,6991.8,7409.53,7243.23,7402.32,6761.81,6799.9,7053.43,7078.21,7105.64,7057.29,7221.5,7068.33,6960.6,7098.9,6979.07,7035.52,7136.02,6962.33,6832.15,7025.84,6892.47,7011.46,6914.26,7021.47,6943.2,6959.75,6916.75,6870.56,6886.52,7289.17,6804.13,7077.46,7158.61,7116.83,7182.9,7244.4,7139.22,6960.99,6924.91,7124.57,7253.42,6919.08,7598.08,7044.32,7292.69,7057.02,7119.29,6933.28,6930.84,7250.01,6985.32
S18-A-17,7226.4,7189.63,6920.11,6795.19,7378.94,6956.7,7401.72,7409.96,7339.79,7158.33,7163.98,7436.01,7211.93,7219.19,7096.24,7177.99,7027.62,7191.95,7297.1,6882.21,7015.56,6848.73,6878.46,7156.19,7095.74,6946.03,7015.74,6933.05,7082.85,7004.96,6976.29,7112.79,7048.19,6949.72,7244.28,6781.8,7126.98,6670.35,7054.84,7550.44,7467.81,7266.01,7287.03,7112.29,7341.95,6897.91,7434.99,7290.28,7137.05,7356.66,6961.53,7101.3,7118.36,7082.21,7246.67,7345.88,7112.33,7278.87,7070.94,7162.84,7376.68,7170.16,7252.08,7094.06,7338.15,7277.34,7319.78,7219.96,7345.89,7342.56,7169.21,7232.47,6844.79,7038.72,7413.79,6820.91,6982.52,7090.72,6906.41,7202.54,7159.43,7317.68,7085.34,6811.25,7142.94,7156.39,7447.52,7500.82,7298.52,7412.96,7131.86,7073.72,6935.18,7257.51,6809.76,0.0,7032.94,7272.35,6910.76,7112.15,6948.54,6865.12,7210.4,6878.8,7191.46,7084.76,7120.27,7364.2,7228.18,7181.67,7042.54,7202.88,7298.64,6767.75,7218.18,7178.96,7306.87,7204.01,7383.41,7275.4,7049.58,6815.22,7217.84,7006.59,7131.71,7040.41,6993.54,6810.68,7107.28,6955.73,7165.15,6744.33,6999.45,6865.42,7235.97,7198.56,6997.85,7137.65,7007.44,7055.82,7012.76,7018.13,7336.45,6980.64,7270.44,6935.94,7062.56,6881.36,7171.02,7010.19,6880.83,7690.25,7070.98,7248.04,7073.69,6927.54,7014.61,6761.17,7152.26,7093.82
